"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ADAMTSL5",3.20320115631661,3.29719141656586,2.96716860753263,2.98367769469807,3.17312743348066,2.99095486039699
"ADAP1",2.61823865559545,2.51096191927738,2.28983446517751,3.55704241526372,3.23725777090037,3.45285896471381
"ADAR",6.17472598770613,6.20339694854612,6.12845838414693,5.78424222205778,5.76977173924945,5.93946167836279
"ADARB1",5.19179950106508,5.22265002245148,5.04133060682062,4.90448409790142,4.89530262133331,5.06350294230616
"ADAT1",3.93168305705981,3.84297883178833,3.6564963705535,3.70154905694307,3.84799690655495,3.85099939471647
"ADAT2",2.13093086982645,2.58976348698498,2.95046841415012,2.56315813040281,2.73768676140986,2.50589092972996
"ADAT3",2.33628338786443,1.790772037862,2.01792190799726,1.85996954822103,1.77820857639809,1.70043971814109
"ADCK1",2.76765479823735,2.81147103052984,2.55336050333533,3.03033607837096,2.68929916053589,2.65764000520782
"ADCK2",5.13381009110603,4.98959318493877,4.97039353791468,4.8923910259134,4.98777561614291,4.85249829878989
"ADCK5",3.70154905694307,3.34056226902641,3.21101219348551,3.52732060787705,3.21256933885081,3.04614178164472
"ADCY3",5.14649230697719,5.05831649559082,4.95977015521147,5.51696065989882,5.38370429247405,5.51822038059959
"ADCY5",0.411426245726465,0.298658315564515,0.111031312388744,0.0285691521967709,0.0285691521967709,0.0285691521967709
"ADCY6",5.33592624092836,5.23764019503539,5.02945288578697,5.48317085322987,5.26528685756517,5.40156220725607
"ADCY7",5.20437551131909,5.09085343045111,4.81198471935167,4.81249822533356,4.57228336665041,4.73876783680019
"ADCY9",4.23189316164533,4.19298316997399,4.14893410452634,4.0574502721839,3.93451650158608,4.26303440583379
"ADD1",5.07852444538908,5.11644793551166,5.04001567884788,4.95977015521147,4.90062533253607,4.89675621847481
